Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
1.0750           0.1323       0.0671       0.0652   504.2
1.1000           0.1324       0.0667       0.0656   507.7
1.1250           0.1331       0.0657       0.0674   521.3
1.1500           0.1339       0.0673       0.0666   515.3
1.1750           0.1341       0.0666       0.0675   522.5
1.2000           0.1341       0.0669       0.0671   519.4
1.2250           0.1350       0.0672       0.0679   525.1
1.2500           0.1337       0.0682       0.0656   507.2
1.2750           0.1340       0.0655       0.0685   529.8
1.3000           0.1342       0.0649       0.0694   536.6
1.3250           0.1352       0.0681       0.0671   519.4
1.3500           0.1369       0.0662       0.0707   547.3
1.3750           0.1370       0.0683       0.0688   531.9
1.4000           0.1362       0.0738       0.0624   482.7
1.4250           0.1357       0.0708       0.0649   502.0
1.4500           0.1358       0.0679       0.0679   525.2
1.4750           0.1356       0.0688       0.0668   516.7
1.5000           0.1351       0.0679       0.0672   519.9
1.5250           0.1358       0.0660       0.0698   539.8
1.5500           0.1362       0.0671       0.0691   534.7
1.5750           0.1375       0.0675       0.0700   541.8
1.6000           0.1375       0.0678       0.0698   539.7
1.6250           0.1383       0.0704       0.0679   524.9
1.6500           0.1380       0.0706       0.0674   521.3
1.6750           0.1380       0.0696       0.0685   529.6
1.7000           0.1374       0.0710       0.0664   513.5
1.7250           0.1376       0.0684       0.0692   535.5
1.7500           0.1387       0.0678       0.0709   548.7
1.7750           0.1382       0.0691       0.0692   535.0
1.8000           0.1391       0.0669       0.0722   558.4
1.8250           0.1401       0.0686       0.0715   553.4
1.8500           0.1412       0.0719       0.0693   535.9
1.8750           0.1412       0.0713       0.0699   540.5
1.9000           0.1419       0.0723       0.0696   538.3
1.9250           0.1424       0.0715       0.0709   548.2
1.9500           0.1425       0.0721       0.0704   544.6
1.9750           0.1424       0.0702       0.0722   558.8
2.0000           0.1426       0.0703       0.0722   558.8
2.0250           0.1426       0.0693       0.0733   567.2
2.0500           0.1433       0.0727       0.0705   545.7
2.0750           0.1439       0.0719       0.0721   557.5
2.1000           0.1445       0.0723       0.0722   558.5
2.1250           0.1454       0.0730       0.0724   560.1
2.1500           0.1453       0.0720       0.0733   566.8
2.1750           0.1450       0.0721       0.0729   564.1
2.2000           0.1454       0.0753       0.0701   542.2
2.2250           0.1454       0.0722       0.0732   566.3
2.2500           0.1456       0.0708       0.0749   579.4
2.2750           0.1454       0.0757       0.0696   538.8
2.3000           0.1445       0.0738       0.0707   546.7
2.3250           0.1456       0.0716       0.0739   571.9
2.3500           0.1453       0.0748       0.0705   545.3
2.3750           0.1461       0.0745       0.0716   554.1
2.4000           0.1457       0.0723       0.0734   567.9
2.4250           0.1459       0.0740       0.0719   556.1
2.4500           0.1473       0.0711       0.0763   589.9
2.4750           0.1479       0.0738       0.0741   573.0
2.5000           0.1488       0.0758       0.0731   565.5
2.5250           0.1496       0.0727       0.0769   595.2
2.5500           0.1500       0.0762       0.0739   571.4
2.5750           0.1512       0.0780       0.0732   566.2
2.6000           0.1507       0.0706       0.0801   620.0
2.6250           0.1505       0.0735       0.0770   595.3
2.6500           0.1512       0.0793       0.0719   556.1
2.6750           0.1519       0.0751       0.0768   594.2
2.7000           0.1522       0.0735       0.0786   608.3
2.7250           0.1516       0.0774       0.0742   574.1
2.7500           0.1520       0.0733       0.0787   608.7
2.7750           0.1523       0.0757       0.0767   593.1
2.8000           0.1520       0.0787       0.0733   567.2
2.8250           0.1510       0.0763       0.0747   577.9
2.8500           0.1513       0.0784       0.0729   564.0
2.8750           0.1518       0.0779       0.0739   571.7
2.9000           0.1510       0.0758       0.0751   581.1
2.9250           0.1516       0.0758       0.0758   586.1
2.9500           0.1514       0.0764       0.0750   580.6
2.9750           0.1500       0.0725       0.0775   599.7
3.0000           0.1508       0.0716       0.0792   612.9
3.0250           0.1508       0.0769       0.0739   571.9
3.0500           0.1518       0.0793       0.0725   560.8
3.0750           0.1509       0.0729       0.0780   603.5
3.1000           0.1514       0.0740       0.0774   598.5
3.1250           0.1519       0.0778       0.0741   573.0
3.1500           0.1513       0.0718       0.0795   615.0
3.1750           0.1526       0.0770       0.0756   584.9
3.2000           0.1518       0.0813       0.0705   545.5
3.2250           0.1520       0.0754       0.0767   593.3
3.2500           0.1525       0.0749       0.0777   600.8
3.2750           0.1530       0.0798       0.0732   566.3
3.3000           0.1524       0.0752       0.0772   597.3
3.3250           0.1524       0.0779       0.0745   576.5
3.3500           0.1531       0.0746       0.0785   607.0
3.3750           0.1535       0.0728       0.0807   624.4
3.4000           0.1523       0.0775       0.0748   578.7
3.4250           0.1530       0.0772       0.0758   586.2
3.4500           0.1530       0.0744       0.0786   607.7
3.4750           0.1530       0.0766       0.0763   590.6
3.5000           0.1522       0.0759       0.0763   590.4
3.5250           0.1523       0.0769       0.0754   583.2
3.5500           0.1528       0.0755       0.0773   598.2
3.5750           0.1520       0.0776       0.0743   575.1
3.6000           0.1519       0.0775       0.0744   575.7
3.6250           0.1516       0.0765       0.0751   581.4
3.6500           0.1522       0.0755       0.0766   592.8
3.6750           0.1521       0.0764       0.0758   586.1
3.7000           0.1524       0.0759       0.0765   591.7
3.7250           0.1530       0.0792       0.0738   570.9
3.7500           0.1531       0.0757       0.0774   598.7
3.7750           0.1538       0.0743       0.0795   614.8
3.8000           0.1535       0.0789       0.0745   576.6
3.8250           0.1530       0.0744       0.0786   608.3
3.8500           0.1529       0.0747       0.0781   604.4
3.8750           0.1528       0.0796       0.0733   566.9
3.9000           0.1529       0.0747       0.0782   604.7
3.9250           0.1532       0.0765       0.0767   593.2
3.9500           0.1531       0.0804       0.0727   562.3
3.9750           0.1539       0.0771       0.0768   594.2
4.0000           0.1539       0.0765       0.0774   598.6
4.0250           0.1535       0.0772       0.0762   589.8
4.0500           0.1526       0.0732       0.0794   614.3
4.0750           0.1519       0.0731       0.0788   609.4
4.1000           0.1525       0.0761       0.0764   591.1
4.1250           0.1531       0.0769       0.0762   589.4
4.1500           0.1522       0.0786       0.0736   569.4
4.1750           0.1528       0.0781       0.0746   577.4
4.2000           0.1527       0.0787       0.0740   572.6
4.2250           0.1517       0.0746       0.0771   596.1
4.2500           0.1511       0.0785       0.0726   561.6
4.2750           0.1511       0.0777       0.0733   567.4
4.3000           0.1509       0.0735       0.0774   599.0
4.3250           0.1505       0.0775       0.0730   564.7
4.3500           0.1507       0.0751       0.0756   584.8
4.3750           0.1520       0.0702       0.0819   633.3
4.4000           0.1520       0.0727       0.0793   613.3
4.4250           0.1519       0.0739       0.0779   603.0
4.4500           0.1519       0.0723       0.0795   615.4
4.4750           0.1528       0.0766       0.0763   589.9
4.5000           0.1536       0.0795       0.0741   573.1
4.5250           0.1539       0.0794       0.0745   576.3
4.5500           0.1536       0.0805       0.0731   565.3
4.5750           0.1533       0.0777       0.0755   584.4
4.6000           0.1540       0.0781       0.0758   586.6
4.6250           0.1542       0.0773       0.0768   594.5
4.6500           0.1529       0.0794       0.0735   568.7
4.6750           0.1522       0.0753       0.0769   595.0
4.7000           0.1529       0.0728       0.0801   619.3
4.7250           0.1520       0.0757       0.0764   590.7
4.7500           0.1519       0.0740       0.0779   603.0
4.7750           0.1512       0.0721       0.0792   612.6
4.8000           0.1520       0.0762       0.0758   586.3
4.8250           0.1524       0.0762       0.0762   589.2
4.8500           0.1526       0.0782       0.0743   574.9
4.8750           0.1524       0.0790       0.0734   568.2
4.9000           0.1522       0.0753       0.0769   595.1
4.9250           0.1525       0.0776       0.0748   578.9
4.9500           0.1521       0.0797       0.0724   560.4
4.9750           0.1532       0.0775       0.0756   585.1
5.0000           0.1529       0.0746       0.0782   605.4
5.0250           0.1527       0.0741       0.0786   607.8
5.0500           0.1526       0.0782       0.0744   575.6
5.0750           0.1530       0.0797       0.0733   567.2
5.1000           0.1525       0.0752       0.0772   597.3
5.1250           0.1519       0.0754       0.0765   591.5
5.1500           0.1524       0.0767       0.0757   585.7
5.1750           0.1519       0.0771       0.0749   579.2
5.2000           0.1518       0.0737       0.0780   603.8
5.2250           0.1529       0.0713       0.0816   631.2
5.2500           0.1524       0.0779       0.0744   575.9
5.2750           0.1533       0.0774       0.0758   586.7
5.3000           0.1533       0.0773       0.0760   587.9
5.3250           0.1535       0.0779       0.0756   584.9
5.3500           0.1530       0.0767       0.0763   590.1
5.3750           0.1540       0.0779       0.0761   588.5
5.4000           0.1552       0.0773       0.0779   602.7
5.4250           0.1548       0.0745       0.0803   621.2
5.4500           0.1549       0.0771       0.0778   601.6
5.4750           0.1543       0.0810       0.0733   566.8
5.5000           0.1548       0.0787       0.0761   588.4
5.5250           0.1546       0.0782       0.0764   591.1
5.5500           0.1552       0.0805       0.0747   577.9
5.5750           0.1560       0.0775       0.0785   606.9
5.6000           0.1566       0.0769       0.0797   616.6
5.6250           0.1558       0.0776       0.0782   605.0
5.6500           0.1547       0.0765       0.0782   604.9
5.6750           0.1552       0.0755       0.0798   617.2
5.7000           0.1541       0.0756       0.0785   607.5
5.7250           0.1544       0.0778       0.0766   592.7
5.7500           0.1549       0.0790       0.0759   586.9
5.7750           0.1553       0.0784       0.0769   594.7
5.8000           0.1555       0.0775       0.0780   603.6
5.8250           0.1552       0.0778       0.0773   598.3
5.8500           0.1544       0.0773       0.0771   596.4
5.8750           0.1542       0.0740       0.0802   620.5
5.9000           0.1540       0.0765       0.0775   599.6
5.9250           0.1537       0.0787       0.0750   580.4
5.9500           0.1534       0.0762       0.0772   597.1
5.9750           0.1544       0.0771       0.0772   597.5
6.0000           0.1539       0.0821       0.0718   555.5
6.0250           0.1549       0.0774       0.0775   599.5
6.0500           0.1557       0.0773       0.0784   606.6
6.0750           0.1556       0.0792       0.0764   590.8
6.1000           0.1549       0.0773       0.0776   600.3
6.1250           0.1550       0.0785       0.0765   591.7
6.1500           0.1541       0.0817       0.0724   560.0
6.1750           0.1540       0.0746       0.0794   614.0
6.2000           0.1555       0.0751       0.0804   622.3
6.2250           0.1546       0.0781       0.0765   592.1
6.2500           0.1539       0.0780       0.0760   587.8
6.2750           0.1530       0.0771       0.0759   587.0
6.3000           0.1526       0.0757       0.0769   594.6
6.3250           0.1533       0.0746       0.0787   609.0
6.3500           0.1536       0.0792       0.0744   575.6
6.3750           0.1533       0.0767       0.0766   592.8
6.4000           0.1521       0.0729       0.0792   612.6
6.4250           0.1531       0.0819       0.0712   550.9
6.4500           0.1537       0.0808       0.0729   564.3
6.4750           0.1526       0.0757       0.0769   595.0
6.5000           0.1531       0.0773       0.0758   586.6
6.5250           0.1537       0.0754       0.0783   605.5
6.5500           0.1537       0.0730       0.0808   624.9
6.5750           0.1532       0.0769       0.0763   590.4
6.6000           0.1522       0.0766       0.0756   585.1
6.6250           0.1518       0.0764       0.0754   583.4
6.6500           0.1532       0.0802       0.0730   564.9
6.6750           0.1518       0.0756       0.0762   589.2
6.7000           0.1518       0.0747       0.0771   596.4
6.7250           0.1514       0.0775       0.0739   571.5
6.7500           0.1514       0.0769       0.0745   576.6
6.7750           0.1527       0.0789       0.0737   570.5
6.8000           0.1530       0.0763       0.0766   592.9
6.8250           0.1529       0.0780       0.0749   579.7
6.8500           0.1541       0.0779       0.0762   589.2
6.8750           0.1530       0.0768       0.0762   589.9
6.9000           0.1544       0.0782       0.0761   588.9
6.9250           0.1556       0.0762       0.0795   614.8
6.9500           0.1557       0.0759       0.0797   616.9
6.9750           0.1557       0.0783       0.0775   599.4
7.0000           0.1561       0.0799       0.0763   590.2
7.0250           0.1568       0.0798       0.0769   595.3
7.0500           0.1576       0.0794       0.0782   605.1
7.0750           0.1587       0.0777       0.0810   626.3
7.1000           0.1579       0.0806       0.0774   598.5
7.1250           0.1593       0.0810       0.0784   606.2
7.1500           0.1584       0.0828       0.0756   584.7
7.1750           0.1585       0.0804       0.0781   604.1
7.2000           0.1581       0.0784       0.0797   616.9
7.2250           0.1589       0.0795       0.0794   613.9
7.2500           0.1578       0.0792       0.0786   608.4
7.2750           0.1570       0.0813       0.0757   585.9
7.3000           0.1582       0.0792       0.0790   610.8
7.3250           0.1573       0.0785       0.0788   609.8
7.3500           0.1574       0.0815       0.0759   587.4
7.3750           0.1574       0.0792       0.0782   604.8
7.4000           0.1585       0.0771       0.0813   629.1
7.4250           0.1573       0.0798       0.0776   600.1
7.4500           0.1572       0.0731       0.0840   650.2
7.4750           0.1572       0.0773       0.0798   617.5
7.5000           0.1582       0.0808       0.0774   598.5
7.5250           0.1579       0.0778       0.0802   620.2
7.5500           0.1577       0.0816       0.0761   588.6
7.5750           0.1576       0.0822       0.0755   583.9
7.6000           0.1574       0.0798       0.0776   600.6
7.6250           0.1579       0.0777       0.0802   620.6
7.6500           0.1574       0.0797       0.0777   601.4
7.6750           0.1567       0.0783       0.0784   606.2
7.7000           0.1564       0.0765       0.0799   618.2
7.7250           0.1570       0.0785       0.0786   607.9
7.7500           0.1576       0.0767       0.0809   625.8
7.7750           0.1582       0.0796       0.0786   608.2
7.8000           0.1571       0.0829       0.0742   574.4
7.8250           0.1581       0.0780       0.0801   619.6
7.8500           0.1577       0.0802       0.0775   599.8
7.8750           0.1570       0.0840       0.0730   564.4
7.9000           0.1571       0.0785       0.0785   607.4
7.9250           0.1569       0.0778       0.0791   611.6
7.9500           0.1571       0.0802       0.0769   595.0
7.9750           0.1567       0.0772       0.0795   614.9
8.0000           0.1570       0.0753       0.0817   631.9
8.0250           0.1556       0.0769       0.0787   609.1
8.0500           0.1557       0.0755       0.0802   620.7
8.0750           0.1553       0.0795       0.0758   586.3
8.1000           0.1565       0.0791       0.0775   599.3
8.1250           0.1564       0.0779       0.0786   607.7
8.1500           0.1550       0.0794       0.0756   584.7
8.1750           0.1546       0.0816       0.0730   564.8
8.2000           0.1549       0.0787       0.0762   589.3
8.2250           0.1554       0.0746       0.0808   625.0
8.2500           0.1556       0.0786       0.0771   596.4
8.2750           0.1559       0.0743       0.0816   631.6
8.3000           0.1554       0.0733       0.0821   635.3
8.3250           0.1543       0.0757       0.0786   607.7
8.3500           0.1550       0.0788       0.0763   590.1
8.3750           0.1538       0.0825       0.0713   551.6
8.4000           0.1534       0.0809       0.0725   560.7
8.4250           0.1530       0.0825       0.0705   545.2
8.4500           0.1538       0.0802       0.0735   569.0
8.4750           0.1535       0.0695       0.0840   649.9
8.5000           0.1536       0.0753       0.0783   606.1
8.5250           0.1529       0.0738       0.0792   612.5
8.5500           0.1537       0.0755       0.0782   605.2
8.5750           0.1534       0.0817       0.0717   554.9
8.6000           0.1537       0.0802       0.0734   567.9
8.6250           0.1531       0.0767       0.0764   591.4
8.6500           0.1534       0.0782       0.0752   582.1
8.6750           0.1532       0.0730       0.0802   620.7
8.7000           0.1526       0.0709       0.0817   632.1
8.7250           0.1526       0.0736       0.0791   611.8
8.7500           0.1539       0.0755       0.0785   607.1
8.7750           0.1542       0.0773       0.0769   594.8
8.8000           0.1546       0.0801       0.0745   576.6
8.8250           0.1549       0.0800       0.0750   579.9
8.8500           0.1564       0.0796       0.0768   594.3
8.8750           0.1552       0.0790       0.0762   589.3
8.9000           0.1552       0.0778       0.0774   598.7
8.9250           0.1548       0.0816       0.0732   566.0
8.9500           0.1553       0.0804       0.0750   580.0
8.9750           0.1560       0.0765       0.0795   615.0
9.0000           0.1559       0.0793       0.0766   592.5
9.0250           0.1567       0.0763       0.0804   621.8
9.0500           0.1574       0.0785       0.0789   610.4
9.0750           0.1581       0.0809       0.0771   596.6
9.1000           0.1577       0.0758       0.0819   633.4
9.1250           0.1582       0.0792       0.0790   611.4
9.1500           0.1591       0.0779       0.0811   627.7
9.1750           0.1589       0.0781       0.0807   624.5
9.2000           0.1589       0.0802       0.0787   609.0
9.2250           0.1577       0.0780       0.0796   615.9
9.2500           0.1580       0.0754       0.0826   638.9
9.2750           0.1598       0.0820       0.0778   601.5
9.3000           0.1596       0.0850       0.0746   576.9
9.3250           0.1598       0.0814       0.0784   606.7
9.3500           0.1607       0.0795       0.0812   628.1
9.3750           0.1607       0.0819       0.0788   609.8
9.4000           0.1605       0.0821       0.0784   606.3
9.4250           0.1603       0.0768       0.0835   645.8
9.4500           0.1605       0.0798       0.0807   624.7
9.4750           0.1608       0.0806       0.0802   620.4
9.5000           0.1605       0.0826       0.0778   602.1
9.5250           0.1609       0.0790       0.0819   633.8
9.5500           0.1590       0.0756       0.0833   644.7
9.5750           0.1601       0.0810       0.0791   611.9
9.6000           0.1599       0.0798       0.0801   619.4
9.6250           0.1603       0.0795       0.0808   624.9
9.6500           0.1600       0.0827       0.0773   597.7
9.6750           0.1597       0.0806       0.0791   612.1
9.7000           0.1593       0.0811       0.0782   605.0
9.7250           0.1610       0.0802       0.0808   624.7
9.7500           0.1607       0.0802       0.0805   622.7
9.7750           0.1613       0.0805       0.0808   624.8
9.8000           0.1624       0.0840       0.0784   606.1
9.8250           0.1629       0.0813       0.0815   630.8
9.8500           0.1624       0.0834       0.0790   611.2
9.8750           0.1624       0.0782       0.0843   651.8
9.9000           0.1621       0.0813       0.0808   624.7
9.9250           0.1625       0.0833       0.0792   612.5
9.9500           0.1638       0.0808       0.0830   642.0
9.9750           0.1645       0.0830       0.0815   630.5
10.0000          0.1644       0.0839       0.0805   622.9
