Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
2.7250           0.1164       0.0572       0.0592   458.1
2.7500           0.1174       0.0591       0.0583   451.1
2.7750           0.1167       0.0598       0.0569   440.2
2.8000           0.1176       0.0588       0.0588   454.8
2.8250           0.1181       0.0596       0.0585   452.4
2.8500           0.1193       0.0584       0.0610   471.8
2.8750           0.1190       0.0578       0.0612   473.4
2.9000           0.1191       0.0587       0.0604   467.3
2.9250           0.1194       0.0592       0.0603   466.4
2.9500           0.1194       0.0606       0.0588   454.9
2.9750           0.1183       0.0610       0.0573   443.5
3.0000           0.1182       0.0608       0.0575   444.6
3.0250           0.1181       0.0589       0.0593   458.6
3.0500           0.1185       0.0572       0.0613   473.9
3.0750           0.1185       0.0578       0.0607   469.4
3.1000           0.1187       0.0594       0.0593   458.7
3.1250           0.1196       0.0618       0.0578   447.2
3.1500           0.1193       0.0633       0.0561   434.0
3.1750           0.1191       0.0581       0.0610   471.7
3.2000           0.1183       0.0584       0.0599   463.4
3.2250           0.1179       0.0587       0.0592   458.1
3.2500           0.1181       0.0557       0.0624   482.7
3.2750           0.1191       0.0585       0.0605   468.2
3.3000           0.1195       0.0593       0.0602   465.4
3.3250           0.1200       0.0600       0.0600   464.4
3.3500           0.1206       0.0595       0.0612   473.1
3.3750           0.1214       0.0623       0.0591   457.3
3.4000           0.1215       0.0628       0.0586   453.7
3.4250           0.1214       0.0607       0.0607   469.8
3.4500           0.1223       0.0600       0.0622   481.3
3.4750           0.1220       0.0600       0.0620   479.4
3.5000           0.1220       0.0630       0.0589   456.0
3.5250           0.1221       0.0624       0.0597   461.8
3.5500           0.1220       0.0606       0.0614   474.9
3.5750           0.1218       0.0612       0.0606   469.0
3.6000           0.1217       0.0621       0.0595   460.7
3.6250           0.1221       0.0623       0.0598   462.4
3.6500           0.1232       0.0589       0.0644   497.9
3.6750           0.1231       0.0613       0.0618   478.2
3.7000           0.1232       0.0640       0.0592   458.0
3.7250           0.1231       0.0621       0.0610   471.6
3.7500           0.1240       0.0637       0.0604   467.0
3.7750           0.1245       0.0631       0.0614   475.0
3.8000           0.1246       0.0615       0.0631   488.5
3.8250           0.1247       0.0615       0.0631   488.5
3.8500           0.1235       0.0600       0.0636   491.7
3.8750           0.1234       0.0603       0.0631   488.0
3.9000           0.1236       0.0609       0.0627   485.2
3.9250           0.1236       0.0616       0.0620   479.5
3.9500           0.1245       0.0621       0.0623   482.2
3.9750           0.1235       0.0631       0.0605   467.8
4.0000           0.1229       0.0611       0.0618   477.9
4.0250           0.1226       0.0632       0.0594   459.5
4.0500           0.1214       0.0613       0.0600   464.3
4.0750           0.1215       0.0598       0.0617   477.0
4.1000           0.1216       0.0602       0.0613   474.4
4.1250           0.1226       0.0597       0.0629   486.2
4.1500           0.1225       0.0593       0.0631   488.3
4.1750           0.1220       0.0644       0.0576   445.4
4.2000           0.1229       0.0627       0.0602   465.9
4.2250           0.1230       0.0600       0.0630   487.4
4.2500           0.1232       0.0649       0.0583   451.2
4.2750           0.1235       0.0621       0.0614   475.3
4.3000           0.1239       0.0606       0.0632   489.3
4.3250           0.1241       0.0616       0.0625   483.4
4.3500           0.1238       0.0598       0.0640   495.4
4.3750           0.1240       0.0618       0.0622   481.3
4.4000           0.1238       0.0630       0.0608   470.6
4.4250           0.1233       0.0614       0.0619   478.9
4.4500           0.1239       0.0621       0.0618   477.9
4.4750           0.1244       0.0655       0.0590   456.4
4.5000           0.1244       0.0624       0.0619   479.0
4.5250           0.1246       0.0624       0.0621   480.8
4.5500           0.1237       0.0609       0.0629   486.5
4.5750           0.1228       0.0605       0.0623   482.1
4.6000           0.1222       0.0607       0.0615   476.1
4.6250           0.1222       0.0583       0.0638   493.8
4.6500           0.1216       0.0617       0.0599   463.7
4.6750           0.1220       0.0621       0.0600   464.0
4.7000           0.1212       0.0599       0.0613   474.3
4.7250           0.1208       0.0589       0.0619   478.8
4.7500           0.1212       0.0603       0.0610   471.7
4.7750           0.1210       0.0624       0.0586   453.4
4.8000           0.1205       0.0618       0.0587   454.2
4.8250           0.1212       0.0591       0.0622   481.0
4.8500           0.1211       0.0608       0.0604   467.1
4.8750           0.1219       0.0584       0.0635   491.4
4.9000           0.1219       0.0594       0.0624   483.1
4.9250           0.1228       0.0602       0.0626   484.4
4.9500           0.1225       0.0618       0.0607   469.4
4.9750           0.1226       0.0606       0.0620   479.9
5.0000           0.1229       0.0611       0.0618   478.0
5.0250           0.1236       0.0628       0.0609   470.9
5.0500           0.1241       0.0641       0.0600   464.2
5.0750           0.1248       0.0624       0.0624   483.1
5.1000           0.1251       0.0614       0.0637   493.0
5.1250           0.1246       0.0614       0.0632   489.2
5.1500           0.1247       0.0661       0.0585   452.9
5.1750           0.1244       0.0630       0.0614   474.8
5.2000           0.1244       0.0610       0.0634   490.7
5.2250           0.1246       0.0612       0.0635   491.1
5.2500           0.1244       0.0624       0.0620   479.5
5.2750           0.1247       0.0625       0.0622   481.2
5.3000           0.1240       0.0618       0.0622   481.0
5.3250           0.1243       0.0615       0.0628   486.1
5.3500           0.1234       0.0627       0.0608   470.0
5.3750           0.1225       0.0645       0.0580   448.9
5.4000           0.1224       0.0603       0.0621   480.1
5.4250           0.1229       0.0617       0.0611   472.9
5.4500           0.1223       0.0625       0.0598   462.3
5.4750           0.1225       0.0578       0.0646   500.0
5.5000           0.1230       0.0622       0.0607   470.0
5.5250           0.1233       0.0631       0.0602   465.4
5.5500           0.1232       0.0608       0.0624   482.5
5.5750           0.1232       0.0645       0.0586   453.7
5.6000           0.1241       0.0648       0.0593   459.0
5.6250           0.1245       0.0614       0.0631   488.3
5.6500           0.1246       0.0640       0.0606   468.5
5.6750           0.1252       0.0610       0.0642   496.7
5.7000           0.1254       0.0594       0.0660   510.6
5.7250           0.1254       0.0621       0.0633   489.8
5.7500           0.1250       0.0629       0.0621   480.1
5.7750           0.1261       0.0620       0.0640   495.4
5.8000           0.1261       0.0637       0.0623   482.3
5.8250           0.1258       0.0648       0.0610   472.3
5.8500           0.1261       0.0620       0.0640   495.4
5.8750           0.1259       0.0623       0.0636   492.1
5.9000           0.1257       0.0620       0.0637   493.0
5.9250           0.1253       0.0654       0.0599   463.4
5.9500           0.1248       0.0633       0.0615   475.8
5.9750           0.1246       0.0595       0.0651   504.0
6.0000           0.1242       0.0608       0.0634   490.3
6.0250           0.1244       0.0636       0.0608   470.2
6.0500           0.1243       0.0613       0.0630   487.4
6.0750           0.1238       0.0622       0.0615   475.9
6.1000           0.1237       0.0623       0.0615   475.4
6.1250           0.1241       0.0626       0.0615   475.4
6.1500           0.1250       0.0612       0.0638   493.7
6.1750           0.1249       0.0643       0.0606   468.8
6.2000           0.1253       0.0645       0.0608   470.7
6.2250           0.1250       0.0614       0.0636   492.4
6.2500           0.1254       0.0630       0.0624   482.8
6.2750           0.1248       0.0642       0.0606   469.0
6.3000           0.1248       0.0607       0.0641   495.9
6.3250           0.1249       0.0598       0.0651   503.3
6.3500           0.1256       0.0614       0.0642   496.5
6.3750           0.1253       0.0606       0.0647   500.9
6.4000           0.1262       0.0598       0.0664   514.0
6.4250           0.1260       0.0626       0.0634   490.2
6.4500           0.1258       0.0654       0.0604   467.1
6.4750           0.1267       0.0628       0.0639   494.0
6.5000           0.1275       0.0653       0.0622   481.0
6.5250           0.1268       0.0674       0.0594   459.2
6.5500           0.1271       0.0629       0.0642   496.6
6.5750           0.1276       0.0622       0.0654   506.0
6.6000           0.1285       0.0652       0.0632   489.2
6.6250           0.1290       0.0641       0.0649   501.9
6.6500           0.1284       0.0628       0.0656   507.6
6.6750           0.1289       0.0664       0.0625   483.4
6.7000           0.1288       0.0647       0.0641   496.0
6.7250           0.1287       0.0658       0.0629   486.4
6.7500           0.1281       0.0685       0.0596   460.8
6.7750           0.1282       0.0647       0.0635   491.1
6.8000           0.1276       0.0629       0.0646   500.1
6.8250           0.1273       0.0636       0.0638   493.2
6.8500           0.1272       0.0622       0.0650   502.8
6.8750           0.1273       0.0625       0.0648   501.0
6.9000           0.1274       0.0639       0.0635   491.0
6.9250           0.1283       0.0641       0.0642   496.9
6.9500           0.1275       0.0640       0.0635   491.0
6.9750           0.1286       0.0641       0.0645   498.8
7.0000           0.1277       0.0645       0.0632   488.9
7.0250           0.1286       0.0642       0.0644   498.4
7.0500           0.1285       0.0620       0.0665   514.6
7.0750           0.1289       0.0642       0.0647   500.8
7.1000           0.1284       0.0654       0.0631   487.8
7.1250           0.1285       0.0650       0.0635   491.2
7.1500           0.1297       0.0649       0.0648   501.3
7.1750           0.1300       0.0645       0.0655   506.9
7.2000           0.1301       0.0666       0.0635   491.2
7.2250           0.1307       0.0667       0.0640   495.4
7.2500           0.1311       0.0660       0.0651   503.8
7.2750           0.1308       0.0672       0.0635   491.4
7.3000           0.1299       0.0637       0.0662   512.2
7.3250           0.1290       0.0617       0.0672   520.1
7.3500           0.1298       0.0636       0.0662   512.0
7.3750           0.1297       0.0640       0.0656   507.6
7.4000           0.1298       0.0636       0.0662   512.0
7.4250           0.1294       0.0648       0.0647   500.3
7.4500           0.1295       0.0642       0.0653   505.0
7.4750           0.1301       0.0679       0.0622   481.3
7.5000           0.1313       0.0679       0.0634   490.7
7.5250           0.1324       0.0665       0.0659   509.7
7.5500           0.1321       0.0655       0.0667   515.8
7.5750           0.1320       0.0651       0.0669   517.4
7.6000           0.1312       0.0653       0.0659   510.1
7.6250           0.1313       0.0660       0.0653   505.3
7.6500           0.1317       0.0678       0.0639   494.3
7.6750           0.1317       0.0665       0.0652   504.4
7.7000           0.1316       0.0636       0.0680   526.1
7.7250           0.1317       0.0633       0.0684   529.0
7.7500           0.1321       0.0685       0.0635   491.6
7.7750           0.1324       0.0658       0.0666   514.9
7.8000           0.1326       0.0641       0.0685   530.0
7.8250           0.1329       0.0654       0.0675   522.2
7.8500           0.1332       0.0676       0.0656   507.2
7.8750           0.1336       0.0681       0.0654   506.1
7.9000           0.1328       0.0688       0.0640   495.4
7.9250           0.1330       0.0646       0.0683   528.7
7.9500           0.1334       0.0657       0.0677   523.7
7.9750           0.1332       0.0665       0.0667   516.2
8.0000           0.1333       0.0655       0.0678   524.6
8.0250           0.1337       0.0642       0.0695   537.7
8.0500           0.1337       0.0683       0.0654   505.8
8.0750           0.1334       0.0667       0.0667   516.2
8.1000           0.1340       0.0674       0.0666   515.1
8.1250           0.1335       0.0685       0.0650   502.7
8.1500           0.1335       0.0662       0.0673   520.5
8.1750           0.1328       0.0652       0.0677   523.4
8.2000           0.1327       0.0692       0.0635   491.3
8.2250           0.1338       0.0673       0.0665   514.8
8.2500           0.1356       0.0653       0.0703   544.1
8.2750           0.1347       0.0690       0.0658   508.7
8.3000           0.1353       0.0702       0.0651   503.8
8.3250           0.1348       0.0676       0.0672   519.9
8.3500           0.1347       0.0676       0.0671   518.8
8.3750           0.1347       0.0674       0.0673   520.4
8.4000           0.1342       0.0650       0.0691   534.9
8.4250           0.1335       0.0649       0.0685   530.3
8.4500           0.1331       0.0664       0.0667   516.3
8.4750           0.1332       0.0642       0.0690   533.6
8.5000           0.1333       0.0666       0.0667   515.8
8.5250           0.1336       0.0663       0.0673   520.4
8.5500           0.1335       0.0670       0.0665   514.6
8.5750           0.1338       0.0693       0.0646   499.4
8.6000           0.1330       0.0669       0.0661   511.6
8.6250           0.1341       0.0664       0.0676   523.3
8.6500           0.1338       0.0676       0.0662   512.0
8.6750           0.1328       0.0634       0.0694   537.0
8.7000           0.1333       0.0651       0.0682   527.6
8.7250           0.1334       0.0690       0.0644   498.1
8.7500           0.1340       0.0671       0.0669   517.5
8.7750           0.1334       0.0698       0.0636   492.2
8.8000           0.1343       0.0709       0.0635   490.9
8.8250           0.1340       0.0638       0.0702   543.0
8.8500           0.1332       0.0667       0.0665   514.7
8.8750           0.1332       0.0668       0.0664   513.8
8.9000           0.1319       0.0640       0.0680   525.8
8.9250           0.1323       0.0645       0.0678   524.7
8.9500           0.1328       0.0678       0.0649   502.4
8.9750           0.1326       0.0661       0.0665   514.6
9.0000           0.1326       0.0662       0.0664   513.6
9.0250           0.1329       0.0693       0.0636   492.2
9.0500           0.1333       0.0660       0.0673   520.6
9.0750           0.1325       0.0638       0.0687   531.5
9.1000           0.1326       0.0664       0.0663   512.9
9.1250           0.1322       0.0666       0.0656   507.9
9.1500           0.1326       0.0663       0.0663   512.8
9.1750           0.1323       0.0669       0.0653   505.4
9.2000           0.1324       0.0657       0.0667   516.0
9.2250           0.1336       0.0687       0.0649   501.9
9.2500           0.1330       0.0685       0.0646   499.7
9.2750           0.1332       0.0641       0.0692   535.2
9.3000           0.1331       0.0644       0.0687   531.6
9.3250           0.1336       0.0682       0.0654   506.0
9.3500           0.1335       0.0663       0.0673   520.5
9.3750           0.1331       0.0645       0.0686   530.4
9.4000           0.1327       0.0678       0.0649   501.9
9.4250           0.1325       0.0682       0.0643   497.1
9.4500           0.1329       0.0650       0.0679   525.0
9.4750           0.1328       0.0680       0.0648   501.2
9.5000           0.1331       0.0712       0.0618   478.3
9.5250           0.1328       0.0667       0.0661   511.4
9.5500           0.1341       0.0657       0.0684   529.4
9.5750           0.1345       0.0673       0.0671   519.4
9.6000           0.1351       0.0651       0.0700   541.4
9.6250           0.1350       0.0641       0.0709   548.4
9.6500           0.1356       0.0657       0.0699   540.6
9.6750           0.1362       0.0695       0.0667   515.9
9.7000           0.1365       0.0727       0.0638   493.2
9.7250           0.1364       0.0714       0.0650   502.9
9.7500           0.1364       0.0700       0.0664   514.1
9.7750           0.1371       0.0683       0.0689   532.7
9.8000           0.1364       0.0696       0.0668   516.4
9.8250           0.1359       0.0655       0.0705   545.3
9.8500           0.1360       0.0647       0.0712   551.0
9.8750           0.1356       0.0676       0.0679   525.7
9.9000           0.1348       0.0684       0.0664   513.8
9.9250           0.1341       0.0672       0.0669   517.5
9.9500           0.1351       0.0697       0.0653   505.4
9.9750           0.1353       0.0667       0.0687   531.2
10.0000          0.1352       0.0668       0.0684   528.9
