Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
2.2000           0.0710       0.0351       0.0359   277.8
2.2250           0.0714       0.0321       0.0393   303.7
2.2500           0.0713       0.0358       0.0355   275.0
2.2750           0.0713       0.0361       0.0352   272.0
2.3000           0.0713       0.0351       0.0363   280.6
2.3250           0.0713       0.0368       0.0345   267.0
2.3500           0.0711       0.0353       0.0357   276.5
2.3750           0.0713       0.0344       0.0369   285.4
2.4000           0.0719       0.0359       0.0360   278.4
2.4250           0.0720       0.0359       0.0361   279.1
2.4500           0.0723       0.0362       0.0361   279.1
2.4750           0.0723       0.0383       0.0340   262.9
2.5000           0.0728       0.0366       0.0363   280.6
2.5250           0.0727       0.0364       0.0363   281.0
2.5500           0.0732       0.0374       0.0358   276.9
2.5750           0.0731       0.0352       0.0378   292.6
2.6000           0.0737       0.0352       0.0385   297.6
2.6250           0.0732       0.0369       0.0363   280.7
2.6500           0.0731       0.0365       0.0366   283.4
2.6750           0.0730       0.0358       0.0372   288.2
2.7000           0.0724       0.0366       0.0358   277.1
2.7250           0.0724       0.0356       0.0368   284.4
2.7500           0.0729       0.0367       0.0362   280.2
2.7750           0.0731       0.0373       0.0358   277.1
2.8000           0.0732       0.0358       0.0374   289.3
2.8250           0.0732       0.0361       0.0371   287.0
2.8500           0.0731       0.0375       0.0356   275.1
2.8750           0.0733       0.0367       0.0366   283.0
2.9000           0.0738       0.0354       0.0384   296.8
2.9250           0.0739       0.0359       0.0380   294.0
2.9500           0.0737       0.0372       0.0364   281.9
2.9750           0.0738       0.0371       0.0367   283.9
3.0000           0.0734       0.0372       0.0362   280.3
3.0250           0.0741       0.0364       0.0377   291.7
3.0500           0.0739       0.0372       0.0368   284.4
3.0750           0.0732       0.0366       0.0366   282.9
3.1000           0.0728       0.0352       0.0376   291.1
3.1250           0.0728       0.0370       0.0358   276.7
3.1500           0.0724       0.0368       0.0356   275.7
3.1750           0.0728       0.0366       0.0362   280.1
3.2000           0.0721       0.0366       0.0355   274.7
3.2250           0.0720       0.0359       0.0360   278.8
3.2500           0.0720       0.0360       0.0359   277.9
3.2750           0.0719       0.0354       0.0365   282.3
3.3000           0.0716       0.0355       0.0361   279.4
3.3250           0.0714       0.0356       0.0357   276.5
3.3500           0.0718       0.0358       0.0360   278.7
3.3750           0.0719       0.0351       0.0367   284.3
3.4000           0.0714       0.0340       0.0375   289.8
3.4250           0.0718       0.0366       0.0352   272.4
3.4500           0.0720       0.0370       0.0350   270.5
3.4750           0.0726       0.0352       0.0373   289.0
3.5000           0.0722       0.0367       0.0355   274.3
3.5250           0.0724       0.0362       0.0362   280.3
3.5500           0.0717       0.0350       0.0367   283.6
3.5750           0.0718       0.0368       0.0351   271.4
3.6000           0.0724       0.0357       0.0367   283.9
3.6250           0.0720       0.0360       0.0360   278.8
3.6500           0.0723       0.0372       0.0350   271.0
3.6750           0.0721       0.0356       0.0365   282.6
3.7000           0.0721       0.0354       0.0367   283.7
3.7250           0.0725       0.0355       0.0370   286.1
3.7500           0.0722       0.0353       0.0369   285.3
3.7750           0.0722       0.0345       0.0377   291.5
3.8000           0.0721       0.0344       0.0377   291.5
3.8250           0.0715       0.0354       0.0361   279.4
3.8500           0.0717       0.0368       0.0349   270.3
3.8750           0.0723       0.0365       0.0358   276.9
3.9000           0.0722       0.0357       0.0366   283.1
3.9250           0.0720       0.0367       0.0353   273.4
3.9500           0.0729       0.0367       0.0363   280.5
3.9750           0.0729       0.0371       0.0358   277.1
4.0000           0.0731       0.0362       0.0369   285.3
4.0250           0.0728       0.0365       0.0363   280.5
4.0500           0.0732       0.0373       0.0359   277.4
4.0750           0.0733       0.0363       0.0369   285.7
4.1000           0.0732       0.0376       0.0355   274.9
4.1250           0.0729       0.0366       0.0364   281.4
4.1500           0.0728       0.0358       0.0369   285.7
4.1750           0.0725       0.0353       0.0372   288.0
4.2000           0.0726       0.0359       0.0367   284.1
4.2250           0.0722       0.0365       0.0358   276.8
4.2500           0.0724       0.0358       0.0366   282.8
4.2750           0.0723       0.0356       0.0367   284.2
4.3000           0.0724       0.0370       0.0354   274.1
4.3250           0.0725       0.0354       0.0372   287.8
4.3500           0.0726       0.0351       0.0374   289.5
4.3750           0.0729       0.0374       0.0355   274.4
4.4000           0.0725       0.0368       0.0357   276.3
4.4250           0.0725       0.0356       0.0369   285.6
4.4500           0.0724       0.0373       0.0351   271.3
4.4750           0.0729       0.0376       0.0354   273.8
4.5000           0.0727       0.0350       0.0378   292.3
4.5250           0.0733       0.0360       0.0373   288.8
4.5500           0.0736       0.0363       0.0373   288.9
4.5750           0.0738       0.0362       0.0376   290.8
4.6000           0.0739       0.0365       0.0374   289.4
4.6250           0.0740       0.0374       0.0366   282.9
4.6500           0.0739       0.0374       0.0366   282.9
4.6750           0.0744       0.0376       0.0367   284.1
4.7000           0.0739       0.0372       0.0367   284.2
4.7250           0.0738       0.0388       0.0350   271.0
4.7500           0.0746       0.0384       0.0362   279.9
4.7750           0.0744       0.0359       0.0385   297.6
4.8000           0.0745       0.0370       0.0375   290.0
4.8250           0.0746       0.0377       0.0369   285.6
4.8500           0.0746       0.0364       0.0382   295.5
4.8750           0.0746       0.0361       0.0385   298.1
4.9000           0.0743       0.0362       0.0381   294.9
4.9250           0.0743       0.0354       0.0389   301.0
4.9500           0.0736       0.0367       0.0369   285.6
4.9750           0.0733       0.0370       0.0362   280.4
5.0000           0.0733       0.0364       0.0369   285.5
5.0250           0.0736       0.0370       0.0366   282.8
5.0500           0.0735       0.0359       0.0376   290.6
5.0750           0.0738       0.0369       0.0369   285.5
5.1000           0.0737       0.0389       0.0349   269.9
5.1250           0.0734       0.0361       0.0373   288.6
5.1500           0.0729       0.0359       0.0370   286.5
5.1750           0.0733       0.0384       0.0350   270.5
5.2000           0.0729       0.0370       0.0359   277.9
5.2250           0.0733       0.0360       0.0373   288.8
5.2500           0.0733       0.0370       0.0363   280.8
5.2750           0.0738       0.0362       0.0376   290.7
5.3000           0.0740       0.0364       0.0376   291.0
5.3250           0.0738       0.0371       0.0367   283.6
5.3500           0.0736       0.0391       0.0345   267.0
5.3750           0.0738       0.0375       0.0363   280.9
5.4000           0.0736       0.0370       0.0366   283.0
5.4250           0.0731       0.0361       0.0370   286.0
5.4500           0.0730       0.0342       0.0388   300.1
5.4750           0.0731       0.0347       0.0385   297.6
5.5000           0.0737       0.0358       0.0378   292.8
5.5250           0.0742       0.0360       0.0382   295.5
5.5500           0.0742       0.0369       0.0373   288.9
5.5750           0.0738       0.0389       0.0349   269.6
5.6000           0.0738       0.0373       0.0365   282.5
5.6250           0.0735       0.0379       0.0356   275.7
5.6500           0.0733       0.0377       0.0355   275.0
5.6750           0.0733       0.0354       0.0379   292.9
5.7000           0.0731       0.0355       0.0376   291.0
5.7250           0.0734       0.0360       0.0374   289.1
5.7500           0.0741       0.0364       0.0377   291.5
5.7750           0.0737       0.0365       0.0372   287.7
5.8000           0.0742       0.0362       0.0380   293.9
5.8250           0.0742       0.0380       0.0362   279.9
5.8500           0.0741       0.0379       0.0362   279.8
5.8750           0.0737       0.0373       0.0364   281.3
5.9000           0.0739       0.0388       0.0351   271.7
5.9250           0.0734       0.0383       0.0351   271.6
5.9500           0.0740       0.0368       0.0372   287.4
5.9750           0.0739       0.0363       0.0376   291.1
6.0000           0.0737       0.0342       0.0395   305.5
6.0250           0.0740       0.0352       0.0388   300.2
6.0500           0.0740       0.0375       0.0364   281.9
6.0750           0.0740       0.0352       0.0388   299.9
6.1000           0.0739       0.0355       0.0384   297.0
6.1250           0.0737       0.0398       0.0339   262.3
6.1500           0.0736       0.0377       0.0359   277.5
6.1750           0.0734       0.0349       0.0386   298.3
6.2000           0.0729       0.0376       0.0354   273.6
6.2250           0.0728       0.0377       0.0351   271.5
6.2500           0.0726       0.0351       0.0375   290.1
6.2750           0.0727       0.0347       0.0380   294.3
6.3000           0.0726       0.0359       0.0367   284.0
6.3250           0.0720       0.0356       0.0364   281.5
6.3500           0.0715       0.0364       0.0352   272.0
6.3750           0.0716       0.0364       0.0352   272.1
6.4000           0.0716       0.0360       0.0357   276.1
6.4250           0.0716       0.0364       0.0352   272.1
6.4500           0.0713       0.0363       0.0350   270.5
6.4750           0.0717       0.0355       0.0362   279.9
6.5000           0.0718       0.0339       0.0379   293.3
6.5250           0.0719       0.0355       0.0364   281.4
6.5500           0.0718       0.0359       0.0359   277.8
6.5750           0.0719       0.0357       0.0362   279.8
6.6000           0.0717       0.0374       0.0344   265.9
6.6250           0.0716       0.0368       0.0348   268.9
6.6500           0.0717       0.0365       0.0352   272.5
6.6750           0.0715       0.0369       0.0346   267.4
6.7000           0.0713       0.0351       0.0362   280.3
6.7250           0.0717       0.0337       0.0380   294.2
6.7500           0.0715       0.0358       0.0357   275.9
6.7750           0.0715       0.0350       0.0365   282.7
6.8000           0.0722       0.0359       0.0363   280.8
6.8250           0.0722       0.0369       0.0353   273.2
6.8500           0.0723       0.0356       0.0366   283.4
6.8750           0.0726       0.0368       0.0359   277.5
6.9000           0.0727       0.0373       0.0354   273.8
6.9250           0.0731       0.0339       0.0392   303.2
6.9500           0.0729       0.0357       0.0372   287.5
6.9750           0.0734       0.0371       0.0363   280.8
7.0000           0.0736       0.0369       0.0367   284.0
7.0250           0.0735       0.0373       0.0362   280.0
7.0500           0.0734       0.0361       0.0373   288.9
7.0750           0.0733       0.0350       0.0383   296.6
7.1000           0.0735       0.0378       0.0356   275.8
7.1250           0.0734       0.0377       0.0357   276.3
7.1500           0.0733       0.0357       0.0376   290.8
7.1750           0.0732       0.0376       0.0356   275.7
7.2000           0.0737       0.0366       0.0370   286.4
7.2250           0.0740       0.0364       0.0376   290.5
7.2500           0.0742       0.0381       0.0361   279.4
7.2750           0.0742       0.0364       0.0378   292.5
7.3000           0.0742       0.0357       0.0385   297.5
7.3250           0.0744       0.0377       0.0367   284.2
7.3500           0.0738       0.0378       0.0360   278.8
7.3750           0.0735       0.0371       0.0363   281.1
7.4000           0.0730       0.0371       0.0359   278.1
7.4250           0.0731       0.0367       0.0364   281.3
7.4500           0.0728       0.0366       0.0362   280.1
7.4750           0.0727       0.0367       0.0360   278.4
7.5000           0.0725       0.0356       0.0370   285.9
7.5250           0.0726       0.0357       0.0369   285.8
7.5500           0.0723       0.0359       0.0364   281.8
7.5750           0.0718       0.0357       0.0361   279.6
7.6000           0.0721       0.0360       0.0360   278.7
7.6250           0.0723       0.0354       0.0369   285.2
7.6500           0.0725       0.0345       0.0380   294.2
7.6750           0.0724       0.0375       0.0349   270.2
7.7000           0.0719       0.0352       0.0367   283.6
7.7250           0.0722       0.0350       0.0372   288.1
7.7500           0.0724       0.0366       0.0358   276.6
7.7750           0.0722       0.0356       0.0366   283.1
7.8000           0.0722       0.0363       0.0359   277.8
7.8250           0.0719       0.0380       0.0339   262.4
7.8500           0.0721       0.0354       0.0367   283.6
7.8750           0.0725       0.0362       0.0363   280.5
7.9000           0.0728       0.0390       0.0338   261.4
7.9250           0.0726       0.0365       0.0361   278.9
7.9500           0.0731       0.0365       0.0366   283.2
7.9750           0.0736       0.0377       0.0358   277.1
8.0000           0.0733       0.0371       0.0362   280.0
8.0250           0.0735       0.0363       0.0372   287.7
8.0500           0.0733       0.0367       0.0367   283.5
8.0750           0.0733       0.0357       0.0376   290.6
8.1000           0.0738       0.0366       0.0372   287.5
8.1250           0.0738       0.0377       0.0361   279.1
8.1500           0.0732       0.0359       0.0374   289.1
8.1750           0.0737       0.0365       0.0372   288.1
8.2000           0.0733       0.0376       0.0357   276.3
8.2250           0.0731       0.0351       0.0380   293.6
8.2500           0.0734       0.0348       0.0385   298.0
8.2750           0.0735       0.0370       0.0365   282.2
8.3000           0.0740       0.0367       0.0372   288.0
8.3250           0.0740       0.0369       0.0371   287.0
8.3500           0.0739       0.0368       0.0371   287.0
8.3750           0.0737       0.0373       0.0364   281.6
8.4000           0.0739       0.0387       0.0351   271.7
8.4250           0.0739       0.0380       0.0359   277.8
8.4500           0.0741       0.0377       0.0364   281.9
8.4750           0.0739       0.0382       0.0357   276.0
8.5000           0.0741       0.0377       0.0364   281.6
8.5250           0.0747       0.0365       0.0382   295.2
8.5500           0.0743       0.0383       0.0360   278.5
8.5750           0.0740       0.0358       0.0383   296.0
8.6000           0.0736       0.0361       0.0374   289.7
8.6250           0.0733       0.0362       0.0371   287.3
8.6500           0.0735       0.0359       0.0376   290.7
8.6750           0.0737       0.0366       0.0372   287.6
8.7000           0.0736       0.0369       0.0367   284.1
8.7250           0.0737       0.0374       0.0363   280.9
8.7500           0.0736       0.0358       0.0378   292.5
8.7750           0.0738       0.0350       0.0388   300.3
8.8000           0.0738       0.0377       0.0361   279.0
8.8250           0.0742       0.0359       0.0384   296.7
8.8500           0.0746       0.0357       0.0389   301.0
8.8750           0.0749       0.0402       0.0347   268.8
8.9000           0.0745       0.0373       0.0372   287.6
8.9250           0.0742       0.0376       0.0366   283.1
8.9500           0.0743       0.0395       0.0347   268.7
8.9750           0.0743       0.0370       0.0373   288.5
9.0000           0.0745       0.0361       0.0384   296.9
9.0250           0.0744       0.0367       0.0377   291.8
9.0500           0.0743       0.0362       0.0381   294.8
9.0750           0.0737       0.0363       0.0374   289.5
9.1000           0.0732       0.0357       0.0375   290.1
9.1250           0.0729       0.0358       0.0371   286.9
9.1500           0.0735       0.0379       0.0356   275.0
9.1750           0.0735       0.0388       0.0347   268.6
9.2000           0.0739       0.0382       0.0357   276.2
9.2250           0.0743       0.0371       0.0372   287.5
9.2500           0.0741       0.0385       0.0356   275.7
9.2750           0.0746       0.0370       0.0376   291.0
9.3000           0.0743       0.0357       0.0386   298.4
9.3250           0.0745       0.0359       0.0386   298.6
9.3500           0.0752       0.0352       0.0400   309.5
9.3750           0.0753       0.0367       0.0386   298.7
9.4000           0.0759       0.0372       0.0388   300.1
9.4250           0.0757       0.0363       0.0394   304.9
9.4500           0.0763       0.0384       0.0379   293.3
9.4750           0.0757       0.0388       0.0369   285.8
9.5000           0.0757       0.0385       0.0373   288.2
9.5250           0.0759       0.0412       0.0347   268.3
9.5500           0.0759       0.0384       0.0375   289.9
9.5750           0.0759       0.0380       0.0380   293.7
9.6000           0.0754       0.0389       0.0365   282.4
9.6250           0.0758       0.0377       0.0381   294.5
9.6500           0.0755       0.0382       0.0373   288.8
9.6750           0.0754       0.0377       0.0377   291.8
9.7000           0.0757       0.0372       0.0385   298.1
9.7250           0.0759       0.0389       0.0370   286.0
9.7500           0.0759       0.0389       0.0370   286.2
9.7750           0.0763       0.0363       0.0400   309.4
9.8000           0.0766       0.0364       0.0402   310.9
9.8250           0.0769       0.0375       0.0394   304.8
9.8500           0.0772       0.0395       0.0377   291.9
9.8750           0.0769       0.0392       0.0377   291.3
9.9000           0.0771       0.0383       0.0388   300.2
9.9250           0.0771       0.0377       0.0394   304.7
9.9500           0.0771       0.0384       0.0386   299.0
9.9750           0.0774       0.0387       0.0387   299.4
10.0000          0.0771       0.0375       0.0396   306.4
