Time[ps]    Etot/N[eV]   Epot/N[eV]   Ekin/N[eV]    T[K]
5.7000           0.1001       0.0513       0.0488   377.8
5.7250           0.1004       0.0484       0.0521   402.8
5.7500           0.1002       0.0486       0.0516   399.3
5.7750           0.1011       0.0519       0.0491   380.1
5.8000           0.1008       0.0524       0.0484   374.4
5.8250           0.1014       0.0518       0.0497   384.1
5.8500           0.1017       0.0512       0.0505   390.7
5.8750           0.1018       0.0509       0.0509   393.5
5.9000           0.1018       0.0517       0.0501   387.7
5.9250           0.1018       0.0503       0.0515   398.3
5.9500           0.1020       0.0499       0.0521   403.3
5.9750           0.1021       0.0516       0.0505   390.8
6.0000           0.1024       0.0508       0.0516   399.0
6.0250           0.1016       0.0491       0.0525   405.9
6.0500           0.1014       0.0508       0.0506   391.3
6.0750           0.1015       0.0505       0.0510   394.7
6.1000           0.1007       0.0509       0.0498   384.9
6.1250           0.1009       0.0521       0.0489   378.2
6.1500           0.1007       0.0510       0.0497   384.1
6.1750           0.1016       0.0498       0.0518   401.0
6.2000           0.1016       0.0511       0.0505   390.5
6.2250           0.1018       0.0523       0.0495   383.2
6.2500           0.1020       0.0506       0.0514   397.4
6.2750           0.1016       0.0499       0.0517   399.6
6.3000           0.1013       0.0501       0.0512   396.1
6.3250           0.1014       0.0513       0.0501   387.5
6.3500           0.1016       0.0496       0.0520   402.1
6.3750           0.1008       0.0515       0.0493   381.2
6.4000           0.1011       0.0520       0.0491   380.0
6.4250           0.1019       0.0507       0.0512   395.9
6.4500           0.1017       0.0500       0.0517   400.2
6.4750           0.1021       0.0517       0.0504   389.7
6.5000           0.1024       0.0496       0.0528   408.2
6.5250           0.1018       0.0497       0.0521   403.2
6.5500           0.1022       0.0507       0.0514   397.9
6.5750           0.1019       0.0509       0.0511   395.0
6.6000           0.1017       0.0515       0.0503   388.9
6.6250           0.1017       0.0529       0.0489   378.0
6.6500           0.1018       0.0486       0.0532   411.8
6.6750           0.1031       0.0501       0.0529   409.5
6.7000           0.1032       0.0513       0.0519   401.5
6.7250           0.1030       0.0513       0.0517   399.9
6.7500           0.1031       0.0503       0.0528   408.4
6.7750           0.1032       0.0527       0.0505   390.5
6.8000           0.1026       0.0524       0.0502   388.6
6.8250           0.1032       0.0505       0.0527   407.5
6.8500           0.1039       0.0536       0.0503   388.8
6.8750           0.1041       0.0536       0.0505   390.9
6.9000           0.1035       0.0510       0.0525   406.3
6.9250           0.1031       0.0522       0.0509   393.8
6.9500           0.1039       0.0516       0.0522   404.1
6.9750           0.1037       0.0509       0.0529   408.9
7.0000           0.1040       0.0537       0.0502   388.7
7.0250           0.1047       0.0534       0.0513   397.0
7.0500           0.1044       0.0538       0.0506   391.6
7.0750           0.1039       0.0544       0.0495   383.1
7.1000           0.1041       0.0549       0.0492   380.5
7.1250           0.1042       0.0523       0.0519   401.2
7.1500           0.1041       0.0497       0.0544   421.1
7.1750           0.1045       0.0487       0.0557   431.1
7.2000           0.1056       0.0494       0.0562   434.9
7.2250           0.1058       0.0482       0.0576   445.7
7.2500           0.1061       0.0528       0.0532   411.8
7.2750           0.1056       0.0556       0.0500   386.5
7.3000           0.1050       0.0544       0.0507   392.0
7.3250           0.1055       0.0536       0.0518   401.0
7.3500           0.1051       0.0546       0.0506   391.1
7.3750           0.1057       0.0507       0.0550   425.5
7.4000           0.1053       0.0527       0.0526   406.8
7.4250           0.1056       0.0528       0.0528   408.7
7.4500           0.1055       0.0553       0.0502   388.5
7.4750           0.1057       0.0537       0.0521   402.7
7.5000           0.1057       0.0525       0.0532   411.6
7.5250           0.1058       0.0526       0.0533   412.1
7.5500           0.1058       0.0523       0.0535   413.9
7.5750           0.1061       0.0521       0.0540   417.9
7.6000           0.1063       0.0536       0.0527   407.5
7.6250           0.1057       0.0537       0.0520   402.3
7.6500           0.1053       0.0522       0.0531   411.0
7.6750           0.1052       0.0543       0.0509   393.8
7.7000           0.1047       0.0545       0.0502   388.5
7.7250           0.1044       0.0502       0.0542   419.3
7.7500           0.1048       0.0505       0.0543   419.8
7.7750           0.1050       0.0519       0.0532   411.3
7.8000           0.1056       0.0504       0.0552   427.3
7.8250           0.1055       0.0528       0.0528   408.2
7.8500           0.1054       0.0553       0.0501   387.3
7.8750           0.1058       0.0506       0.0553   427.5
7.9000           0.1058       0.0538       0.0520   402.1
7.9250           0.1060       0.0567       0.0493   381.6
7.9500           0.1067       0.0512       0.0555   429.4
7.9750           0.1065       0.0515       0.0549   424.7
8.0000           0.1063       0.0562       0.0501   387.5
8.0250           0.1066       0.0528       0.0538   415.9
8.0500           0.1068       0.0526       0.0542   418.9
8.0750           0.1066       0.0575       0.0491   380.1
8.1000           0.1071       0.0552       0.0519   401.5
8.1250           0.1063       0.0508       0.0556   429.9
8.1500           0.1060       0.0516       0.0545   421.3
8.1750           0.1069       0.0537       0.0532   411.8
8.2000           0.1068       0.0513       0.0554   428.8
8.2250           0.1065       0.0534       0.0531   410.9
8.2500           0.1060       0.0521       0.0539   416.8
8.2750           0.1062       0.0517       0.0545   421.4
8.3000           0.1067       0.0540       0.0527   408.0
8.3250           0.1074       0.0533       0.0541   418.3
8.3500           0.1085       0.0559       0.0525   406.5
8.3750           0.1088       0.0552       0.0536   414.8
8.4000           0.1086       0.0546       0.0540   417.9
8.4250           0.1083       0.0555       0.0528   408.3
8.4500           0.1087       0.0530       0.0557   431.2
8.4750           0.1084       0.0547       0.0537   415.2
8.5000           0.1082       0.0555       0.0527   407.9
8.5250           0.1090       0.0526       0.0563   435.9
8.5500           0.1099       0.0548       0.0551   426.1
8.5750           0.1098       0.0539       0.0559   432.6
8.6000           0.1096       0.0531       0.0564   436.7
8.6250           0.1095       0.0545       0.0550   425.2
8.6500           0.1091       0.0542       0.0550   425.2
8.6750           0.1085       0.0529       0.0556   430.3
8.7000           0.1085       0.0557       0.0527   407.9
8.7250           0.1085       0.0561       0.0523   404.9
8.7500           0.1087       0.0563       0.0524   405.3
8.7750           0.1085       0.0530       0.0556   429.8
8.8000           0.1078       0.0553       0.0525   406.2
8.8250           0.1080       0.0545       0.0535   413.7
8.8500           0.1075       0.0513       0.0561   434.3
8.8750           0.1074       0.0534       0.0540   417.9
8.9000           0.1073       0.0518       0.0555   429.3
8.9250           0.1076       0.0518       0.0558   431.8
8.9500           0.1078       0.0558       0.0520   402.1
8.9750           0.1081       0.0560       0.0521   403.0
9.0000           0.1080       0.0542       0.0539   416.7
9.0250           0.1078       0.0522       0.0556   430.3
9.0500           0.1077       0.0537       0.0541   418.2
9.0750           0.1078       0.0530       0.0547   423.3
9.1000           0.1068       0.0529       0.0538   416.4
9.1250           0.1060       0.0540       0.0520   402.5
9.1500           0.1053       0.0526       0.0528   408.2
9.1750           0.1053       0.0528       0.0526   406.6
9.2000           0.1064       0.0534       0.0530   410.1
9.2250           0.1060       0.0518       0.0542   419.5
9.2500           0.1061       0.0530       0.0531   410.4
9.2750           0.1063       0.0545       0.0518   400.7
9.3000           0.1065       0.0524       0.0541   418.8
9.3250           0.1064       0.0534       0.0530   409.9
9.3500           0.1066       0.0525       0.0540   418.1
9.3750           0.1065       0.0517       0.0548   424.0
9.4000           0.1065       0.0526       0.0539   416.9
9.4250           0.1063       0.0516       0.0547   423.1
9.4500           0.1067       0.0521       0.0547   422.9
9.4750           0.1065       0.0537       0.0528   408.2
9.5000           0.1063       0.0523       0.0540   417.5
9.5250           0.1062       0.0545       0.0517   400.0
9.5500           0.1062       0.0552       0.0510   394.5
9.5750           0.1063       0.0537       0.0526   406.8
9.6000           0.1061       0.0534       0.0527   408.0
9.6250           0.1064       0.0533       0.0532   411.3
9.6500           0.1058       0.0532       0.0526   406.8
9.6750           0.1050       0.0542       0.0508   392.9
9.7000           0.1045       0.0516       0.0529   409.0
9.7250           0.1055       0.0506       0.0549   425.0
9.7500           0.1054       0.0515       0.0539   416.7
9.7750           0.1053       0.0503       0.0550   425.4
9.8000           0.1062       0.0506       0.0556   430.0
9.8250           0.1064       0.0538       0.0525   406.2
9.8500           0.1063       0.0549       0.0514   397.7
9.8750           0.1062       0.0533       0.0529   409.4
9.9000           0.1069       0.0545       0.0524   405.3
9.9250           0.1068       0.0543       0.0525   406.1
9.9500           0.1068       0.0549       0.0518   401.0
9.9750           0.1071       0.0552       0.0519   401.7
10.0000          0.1077       0.0534       0.0543   419.9
